ÎÌ1-26                        ;       260;          ;    929659;    566882
ÎÌ1-26                        ;       260;          ;    929753;    566940
ÎÌ1-26                        ;       260;          ;    929760;     25362
ÎÌ1-26                        ;       260;          ;    929772;     25122
ÎÌ1-26                        ;       260;          ;    929775;     25123
ÎÌ1-26                        ;       260;          ;    929779;     25124
ÎÌ1-26                        ;       260;          ;    929785;     25125
ÎÌ1-26                        ;       260;          ;    929787;     25126
ÎÌ1-26                        ;       260;          ;    929789;    367906
ÎÌ1-26                        ;       260;          ;    929791;    367931
ÎÌ1-26                        ;       260;          ;    929794;    368323
ÎÌ1-26                        ;       260;          ;    929795;    368406
ÎÌ1-26                        ;       260;          ;    929796;    368465
ÎÌ1-26                        ;       260;          ;    929797;    368483
ÎÌ1-26                        ;       260;          ;    929799;    368503
ÎÌ1-26                        ;       260;          ;    929801;    368543
ÎÌ1-26                        ;       260;          ;    929803;     25263
ÎÌ1-26                        ;       260;          ;    929804;    420282
ÎÌ1-26                        ;       260;          ;    929805;    420281
ÎÌ1-26                        ;       260;          ;    929806;    368683
ÎÌ1-26                        ;       260;          ;    929807;    368703
ÎÌ1-26                        ;       260;          ;    929808;    566980
ÎÌ1-26                        ;       260;          ;    929810;    368763
ÎÌ1-26                        ;       260;          ;    929812;    566981
ÎÌ1-26                        ;       260;          ;    929814;    105484
ÎÌ1-26                        ;       260;          ;    929826;    105534
ÎÌ1-26                        ;       260;          ;    929827;    105576
ÎÌ1-26                        ;       260;          ;    929828;    105598
ÎÌ1-26                        ;       260;          ;    929830;    105629
ÎÌ1-26                        ;       260;          ;    929832;    105652
ÎÌ1-26                        ;       260;          ;    929833;    105685
ÎÌ1-26                        ;       260;          ;    929835;    105737
ÎÌ1-26                        ;       260;          ;    929837;    108076
ÎÌ1-26                        ;       260;          ;    929838;    108066
ÎÌ1-26                        ;       260;          ;    929840;    104853
ÎÌ1-26                        ;       260;          ;    929845;    104751
ÎÌ1-26                        ;       260;          ;    929844;    408044
ÎÌ1-26                        ;       260;          ;    929846;    104710
ÎÌ1-26                        ;       260;          ;    929848;    104649
ÎÌ1-26                        ;       260;          ;    929854;    104522
ÎÌ1-26                        ;       260;          ;    929855;    104355
ÎÌ1-26                        ;       260;          ;    929856;    104432
ÎÌ1-26                        ;       260;          ;    929857;    109786
ÎÌ1-26                        ;       260;          ;    929858;    110040
ÎÌ1-26                        ;       260;          ;    929863;    567000
ÎÌ1-26                        ;       260;          ;    929864;    545941
ÎÌ1-26                        ;       260;          ;    929974;    308487
ÎÌ1-26                        ;       260;          ;    929976;    308486
ÎÌ1-26                        ;       260;          ;    929978;    308485
ÎÌ1-26                        ;       260;          ;    929980;    308484
ÎÌ1-26                        ;       260;          ;    929981;    308483
ÎÌ1-26                        ;       260;          ;    929983;    308482
ÎÌ1-26                        ;       260;          ;    929985;    308481
ÎÌ1-26                        ;       260;          ;    929993;    529340
ÎÌ1-26                        ;       260;          ;    929989;    567121
ÎÌ1-26                        ;       260;          ;    929991;    108600
ÎÌ1-26                        ;       260;          ;    929996;    529340
ÎÌ1-26                        ;       260;          ;    930005;    567121
ÎÌ1-26                        ;       260;          ;    930006;    108600
ÎÌ1-26                        ;       260;          ;    930007;    567140
ÎÌ1-26                        ;       260;          ;    930008;    103099
ÎÌ1-26                        ;       260;          ;    930010;    103128
ÎÌ1-26                        ;       260;          ;    930011;    103227
ÎÌ1-26                        ;       260;          ;    930012;    103281
ÎÌ1-26                        ;       260;          ;    930014;    103335
ÎÌ1-26                        ;       260;          ;    930015;    567160
ÎÌ1-26                        ;       260;          ;    930016;    529401
ÎÌ1-26                        ;       260;          ;    930017;    529440
ÎÌ1-26                        ;       260;          ;   1150328;    664200
