   1327018;1 4157                                                                                                                                                                                                  ;    292.44;   1612.23;       104
   1331116;1 1494                                                                                                                                                                                                  ;     29.23;   1824.95;       104
    118199;1 1495                                                                                                                                                                                                  ;    -21.29;      1850;       104
   1327019;1 4156                                                                                                                                                                                                  ;    357.76;   1560.02;       104
   1325839;1 4155                                                                                                                                                                                                  ;    450.24;   1484.65;       104
   1325840;1 4154                                                                                                                                                                                                  ;     472.8;   1467.48;       104
   1325841;1 4153                                                                                                                                                                                                  ;    478.91;   1463.05;       104
   1325836;1 374                                                                                                                                                                                                   ;    493.85;   1451.48;       104
   1325835;1 4152                                                                                                                                                                                                  ;    492.83;   1445.44;       104
   1321808;1 4133                                                                                                                                                                                                  ;    525.55;      1489;       104
   1479081;1 321                                                                                                                                                                                                   ;   1346.89;   1921.35;       104
   1639798;1 4075                                                                                                                                                                                                  ;    2653.7;   4741.65;       104
   1640533;1 4076                                                                                                                                                                                                  ;    2571.2;   4780.41;       104
  40021897;1 13438                                                                                                                                                                                                 ;   3215.42;    6009.5;       104
   1331127;1 10                                                                                                                                                                                                    ;     74.95;   1790.63;       104
   1322980;1 148                                                                                                                                                                                                   ;       717;   1686.81;       104
   1322989;1 4134                                                                                                                                                                                                  ;    618.79;   1601.34;       104
   1322990;1 376                                                                                                                                                                                                   ;    581.03;   1555.94;       104
   1322991;1 1721                                                                                                                                                                                                  ;     575.8;    1547.4;       104
   1322992;1 8882                                                                                                                                                                                                  ;    564.28;   1533.85;       104
   1321807;1 375                                                                                                                                                                                                   ;    531.06;   1495.94;       104
   1642465;1 4077                                                                                                                                                                                                  ;   2474.14;      4827;       104
   1642468;1 4078                                                                                                                                                                                                  ;   2448.56;   4832.08;       104
   1642469;1 4079                                                                                                                                                                                                  ;   2355.01;   4823.54;       104
   1642472;1 4080                                                                                                                                                                                                  ;    2309.3;   4818.16;       104
   1615398;1 4226                                                                                                                                                                                                  ;   2281.73;   2356.84;       104
   1615410;1 4227                                                                                                                                                                                                  ;   2298.15;   2349.51;       104
   1615417;1 134                                                                                                                                                                                                   ;    2321.2;   2308.75;       104
   1619480;1 132                                                                                                                                                                                                   ;   2249.95;   2400.54;       104
   1322982;1 147                                                                                                                                                                                                   ;    684.85;   1662.53;       104
   1322988;1 378                                                                                                                                                                                                   ;    670.48;   1660.99;       104
   1331137;1 256                                                                                                                                                                                                   ;     85.99;   1779.58;       104
   1330245;1 4159                                                                                                                                                                                                  ;    167.39;    1714.6;       104
   1330244;1 4158                                                                                                                                                                                                  ;    244.83;   1651.16;       104
    118201;1 4095                                                                                                                                                                                                  ;   -121.06;   1899.19;       104
   1642473;1 4081                                                                                                                                                                                                  ;   2293.76;   4905.16;       104
   1642474;1 4082                                                                                                                                                                                                  ;   2273.24;   4924.56;       104
   1643984;1 4083                                                                                                                                                                                                  ;   2234.44;   4916.44;       104
  40010688;1 13414                                                                                                                                                                                                 ;   1041.57;   1666.27;       104
  40010705;1 13415                                                                                                                                                                                                 ;   1105.27;   1703.78;       104
  40010711;1 13416                                                                                                                                                                                                 ;   1116.55;   1705.99;       104
  40010712;1 13417                                                                                                                                                                                                 ;   1185.41;   1747.51;       104
  40010732;1 13418                                                                                                                                                                                                 ;    1282.1;   1832.62;       104
    129174;1 39                                                                                                                                                                                                    ;   -205.65;   2000.94;       104
   1482356;1 317                                                                                                                                                                                                   ;    1029.9;   1655.94;       104
   1482353;1 952                                                                                                                                                                                                   ;   1001.88;   1703.18;       104
   1318858;1 2001                                                                                                                                                                                                  ;    996.79;   1708.58;       104
   1479063;1 319                                                                                                                                                                                                   ;   1284.09;   1866.09;       104
   1479062;1 103                                                                                                                                                                                                   ;   1297.21;   1851.93;       104
  40001167;1 320                                                                                                                                                                                                   ;   1299.54;   1880.33;       104
   1479079;1 322                                                                                                                                                                                                   ;   1358.75;   1907.31;       104
   1479080;1 7434                                                                                                                                                                                                  ;    1370.7;   1917.86;       104
   1479083;1 7435                                                                                                                                                                                                  ;   1435.41;   1975.68;       104
   1492419;1 7437                                                                                                                                                                                                  ;   1450.24;    2003.8;       104
   1492420;1 7439                                                                                                                                                                                                  ;   1426.31;   2020.41;       104
  40001170;1 7438                                                                                                                                                                                                  ;    1435.4;   2009.71;       104
   1492421;1 7441                                                                                                                                                                                                  ;    1372.8;   2079.19;       104
   1492422;1 7442                                                                                                                                                                                                  ;   1385.01;   2091.15;       104
   1492383;1 4181                                                                                                                                                                                                  ;   1432.05;   2124.98;       104
