    102033;2 327 1369                                                                                                                                                                                              ;   -259,85;    236,45;       104
     98552;2 327 1322                                                                                                                                                                                              ;   -247,46;     252,1;       104
    103629;2 327 1323                                                                                                                                                                                              ;   -264,29;    265,06;       104
   1331115;1 1272                                                                                                                                                                                                  ;     47,01;    1806,7;       104
    118199;1 1495                                                                                                                                                                                                  ;    -21,29;      1850;       104
  40002011;1 4855                                                                                                                                                                                                  ;    -97,97;    1902,9;       104
    118210;1 4238                                                                                                                                                                                                  ;   -105,03;   1914,48;       104
   1331129;1 7                                                                                                                                                                                                     ;     49,95;    1751,9;       104
   1328910;1 4149                                                                                                                                                                                                  ;    105,68;   1065,55;       104
    100854;1 37                                                                                                                                                                                                    ;     -8,83;    952,18;       104
   1328906;1 1209                                                                                                                                                                                                  ;    206,71;   1134,78;       104
   1328905;1 1208                                                                                                                                                                                                  ;    203,49;   1174,54;       104
  40134206;2 203 269                                                                                                                                                                                               ;   2446,91;  -2154,92;       104
  40134203;2 203 267                                                                                                                                                                                               ;   2420,56;  -2147,31;       104
  40134204;2 203 268                                                                                                                                                                                               ;    2439,7;  -2160,24;       104
   1325813;1 175                                                                                                                                                                                                   ;    338,76;    1267,7;       104
   1325814;1 176                                                                                                                                                                                                   ;    328,25;   1277,03;       104
   1325815;1 5060                                                                                                                                                                                                  ;    267,36;   1316,99;       104
   1329344;1 5062                                                                                                                                                                                                  ;     210,1;   1355,43;       104
   1329346;1 5061                                                                                                                                                                                                  ;     239,7;   1335,16;       104
   1329341;1 5063                                                                                                                                                                                                  ;    157,61;   1390,34;       104
   1329338;1 5064                                                                                                                                                                                                  ;    125,61;   1411,88;       104
   1329336;1 5065                                                                                                                                                                                                  ;     96,26;   1430,66;       104
   1329332;1 5066                                                                                                                                                                                                  ;     74,66;   1444,98;       104
   1329356;1 5067                                                                                                                                                                                                  ;     69,22;   1447,99;       104
   1329331;1 5068                                                                                                                                                                                                  ;       4,7;   1491,95;       104
    117434;1 177                                                                                                                                                                                                   ;    -32,28;   1516,19;       104
    117433;1 178                                                                                                                                                                                                   ;       -58;   1531,44;       104
    117427;1 1269                                                                                                                                                                                                  ;    -79,68;   1549,44;       104
    117428;1 179                                                                                                                                                                                                   ;    -80,01;   1546,24;       104
   1328904;1 1207                                                                                                                                                                                                  ;    245,19;   1180,56;       104
   1325055;1 21                                                                                                                                                                                                    ;    257,83;   1180,36;       104
   1325810;1 22                                                                                                                                                                                                    ;    329,65;   1255,54;       104
  40014282;2 327 2050                                                                                                                                                                                              ;    -76,99;     83,98;       104
     99799;2 327 1461                                                                                                                                                                                              ;    -83,14;    545,44;       104
     99798;2 327 1462                                                                                                                                                                                              ;   -100,71;    557,63;       104
     99797;2 327 1209                                                                                                                                                                                              ;    -134,7;    518,25;       104
     98574;2 327 1208                                                                                                                                                                                              ;   -143,19;     492,2;       104
  40019083;3 250 854                                                                                                                                                                                               ;   3190,84;  -2947,22;       104
  40019084;3 250 855                                                                                                                                                                                               ;      3251;  -3032,44;       104
  40019087;3 250 856                                                                                                                                                                                               ;    3293,9;  -3007,43;       104
     98569;2 327 1207                                                                                                                                                                                              ;   -165,53;    479,02;       104
  40019092;3 250 857                                                                                                                                                                                               ;   3353,66;  -2960,02;       104
  40019094;3 250 858                                                                                                                                                                                               ;   3408,21;  -2917,23;       104
  40019095;3 250 859                                                                                                                                                                                               ;   3414,14;   -2923,8;       104
     98570;2 327 33                                                                                                                                                                                                ;   -165,86;     483,9;       104
     98553;2 327 186                                                                                                                                                                                               ;   -244,43;    291,79;       104
   1225758;2 203 842                                                                                                                                                                                               ;    197,57;    -87,23;       104
   1225756;2 203 224                                                                                                                                                                                               ;    193,43;   -102,89;       104
   1225743;2 203 725                                                                                                                                                                                               ;    132,17;    -43,95;       104
   1225742;2 203 1631                                                                                                                                                                                              ;    107,51;    -36,05;       104
   1225739;2 203 724                                                                                                                                                                                               ;     70,96;    -24,85;       104
   1225738;2 203 838                                                                                                                                                                                               ;     65,12;    -26,53;       104
   1313623;2 203 837                                                                                                                                                                                               ;      8,33;     16,51;       104
     97280;2 203 723                                                                                                                                                                                               ;    -60,83;     72,33;       104
     97282;2 327 296                                                                                                                                                                                               ;    -80,38;     80,41;       104
     97283;2 327 1366                                                                                                                                                                                              ;    -87,48;     91,66;       104
   1390086;2 203 521                                                                                                                                                                                               ;   1935,27;  -1678,13;       104
   1390078;2 203 519                                                                                                                                                                                               ;   1884,16;  -1641,03;       104
   1395110;2 203 511                                                                                                                                                                                               ;   1484,54;  -1346,81;       104
    100852;2 327 30                                                                                                                                                                                                ;    -19,67;    882,71;       104
   1316211;2 327 1303                                                                                                                                                                                              ;     30,04;    850,11;       104
   1316212;2 327 1302                                                                                                                                                                                              ;        38;    840,74;       104
   1331114;1 1271                                                                                                                                                                                                  ;     21,61;   1769,28;       104
    117423;1 1270                                                                                                                                                                                                  ;    -17,86;   1647,88;       104
   1542398;3 250 596                                                                                                                                                                                               ;   2761,44;  -2544,95;       104
   1542400;3 250 471                                                                                                                                                                                               ;   2777,35;  -2538,55;       104
   1221286;2 203 110                                                                                                                                                                                               ;    372,29;   -219,36;       104
   1221282;2 203 109                                                                                                                                                                                               ;    308,24;   -179,15;       104
  40018763;3 250 139                                                                                                                                                                                               ;   3022,23;  -2848,11;       104
   1316206;2 327 182                                                                                                                                                                                               ;      6,23;    872,55;       104
     97294;2 327 1368                                                                                                                                                                                              ;   -234,91;    211,34;       104
     97292;2 327 1367                                                                                                                                                                                              ;   -185,98;    172,34;       104
   1687965;3 250 461                                                                                                                                                                                               ;    3052,8;  -2876,64;       104
   1687964;3 250 481                                                                                                                                                                                               ;   3082,85;  -2919,25;       104
   1687962;3 250 121                                                                                                                                                                                               ;   3130,46;  -2985,94;       104
   1687971;3 250 483                                                                                                                                                                                               ;   3172,85;  -2956,36;       104
   1225760;2 203 108                                                                                                                                                                                               ;    223,35;   -126,32;       104
    129173;1 4243                                                                                                                                                                                                  ;   -186,34;    2022,5;       104
    129174;1 39                                                                                                                                                                                                    ;   -205,65;   2000,94;       104
    129172;1 4242                                                                                                                                                                                                  ;   -167,33;   2011,53;       104
    129171;1 4241                                                                                                                                                                                                  ;   -162,73;   2005,26;       104
    118214;1 4240                                                                                                                                                                                                  ;   -151,24;   1988,54;       104
    118213;1 4239                                                                                                                                                                                                  ;   -136,81;   1992,53;       104
   1328907;1 1210                                                                                                                                                                                                  ;    125,25;   1092,29;       104
   1315337;2 327 300                                                                                                                                                                                               ;     86,43;    743,18;       104
  40024758;2 327 518                                                                                                                                                                                               ;     19,74;    667,99;       104
  40024762;2 327 516                                                                                                                                                                                               ;     -56,2;    577,66;       104
  40024760;2 327 517                                                                                                                                                                                               ;    -25,87;    612,91;       104
     98579;2 327 1452                                                                                                                                                                                              ;   -234,99;    430,85;       104
   1316214;2 327 1300                                                                                                                                                                                              ;     82,12;    771,39;       104
   1316213;2 327 1301                                                                                                                                                                                              ;     97,45;    792,95;       104
     98581;2 327 328                                                                                                                                                                                               ;   -205,36;    405,79;       104
     98554;2 327 35                                                                                                                                                                                                ;    -198,5;    343,84;       104
   1387972;2 203 497                                                                                                                                                                                               ;   1044,94;   -668,09;       104
     98583;2 327 1314                                                                                                                                                                                              ;   -231,99;    374,35;       104
   1392422;2 203 142                                                                                                                                                                                               ;    1518,7;   -1355,1;       104
   1392423;2 203 141                                                                                                                                                                                               ;   1511,51;   -1364,3;       104
   1395109;2 203 510                                                                                                                                                                                               ;   1444,64;  -1302,41;       104
   1395108;2 203 509                                                                                                                                                                                               ;   1447,33;  -1299,89;       104
   1395867;2 203 508                                                                                                                                                                                               ;   1399,53;  -1245,01;       104
   1395868;2 203 507                                                                                                                                                                                               ;   1349,99;  -1189,11;       104
   1395870;2 203 506                                                                                                                                                                                               ;   1320,03;  -1150,28;       104
   1395871;2 203 505                                                                                                                                                                                               ;   1298,21;  -1118,25;       104
  40012910;2 203 503                                                                                                                                                                                               ;   1277,52;   -1086,4;       104
   1213813;2 203 125                                                                                                                                                                                               ;    931,35;   -546,84;       104
   1387644;2 203 500                                                                                                                                                                                               ;   1195,93;   -941,94;       104
   1387647;2 203 499                                                                                                                                                                                               ;   1169,81;   -890,91;       104
   1387970;2 203 498                                                                                                                                                                                               ;      1094;   -747,38;       104
   1387971;2 203 599                                                                                                                                                                                               ;   1064,31;   -691,03;       104
   1213811;2 203 127                                                                                                                                                                                               ;    961,79;   -614,88;       104
   1542407;2 203 585                                                                                                                                                                                               ;   2752,57;  -2514,88;       104
   1543600;2 203 584                                                                                                                                                                                               ;   2719,69;  -2476,31;       104
   1543601;2 203 583                                                                                                                                                                                               ;   2680,49;  -2430,08;       104
   1543602;2 203 541                                                                                                                                                                                               ;   2639,27;  -2380,64;       104
   1543603;2 203 540                                                                                                                                                                                               ;   2568,39;  -2298,43;       104
   1545768;2 203 539                                                                                                                                                                                               ;   2495,21;  -2211,19;       104
   1214530;2 203 120                                                                                                                                                                                               ;    781,14;      -453;       104
   1214532;2 203 121                                                                                                                                                                                               ;    800,08;   -463,93;       104
   1214531;2 203 122                                                                                                                                                                                               ;    838,11;   -487,31;       104
   1220537;2 203 111                                                                                                                                                                                               ;    429,13;   -254,95;       104
   1213816;2 203 123                                                                                                                                                                                               ;    903,53;   -529,15;       104
   1213814;2 203 124                                                                                                                                                                                               ;    917,49;   -537,08;       104
   1390082;2 203 522                                                                                                                                                                                               ;   1998,69;   -1728,9;       104
  40036149;2 203 532                                                                                                                                                                                               ;   2086,78;  -1796,57;       104
   1541272;2 203 523                                                                                                                                                                                               ;   2097,92;  -1805,54;       104
   1541273;2 203 524                                                                                                                                                                                               ;    2168,5;  -1860,23;       104
   1541274;2 203 525                                                                                                                                                                                               ;   2228,59;  -1911,36;       104
   1541275;2 203 526                                                                                                                                                                                               ;   2233,66;  -1906,81;       104
   1540837;2 203 527                                                                                                                                                                                               ;   2279,36;  -1949,92;       104
   1540838;2 203 528                                                                                                                                                                                               ;   2316,04;  -1989,15;       104
   1545762;2 203 529                                                                                                                                                                                               ;   2353,79;  -2033,01;       104
   1545763;2 203 530                                                                                                                                                                                               ;    2347,3;  -2040,85;       104
   1545765;2 203 538                                                                                                                                                                                               ;   2420,14;  -2121,16;       104
   1545764;2 203 531                                                                                                                                                                                               ;   2380,89;  -2079,16;       104
   1221287;2 203 112                                                                                                                                                                                               ;     443,1;    -241,9;       104
   1213812;2 203 126                                                                                                                                                                                               ;    945,29;   -558,69;       104
   1217066;2 203 114                                                                                                                                                                                               ;    521,04;   -288,91;       104
   1217078;2 203 113                                                                                                                                                                                               ;    516,25;    -285,8;       104
   1217068;2 203 115                                                                                                                                                                                               ;    564,48;   -316,39;       104
   1217071;2 203 116                                                                                                                                                                                               ;    598,51;   -338,53;       104
   1217073;2 203 117                                                                                                                                                                                               ;    690,11;   -395,34;       104
   1217074;2 203 118                                                                                                                                                                                               ;    695,35;   -398,56;       104
   1217075;2 203 119                                                                                                                                                                                               ;    733,11;   -422,26;       104
   1390083;2 203 518                                                                                                                                                                                               ;   1831,96;  -1599,81;       104
   1390084;2 203 516                                                                                                                                                                                               ;   1770,84;  -1553,11;       104
   1392424;2 203 515                                                                                                                                                                                               ;   1684,35;  -1487,28;       104
   1392425;2 203 514                                                                                                                                                                                               ;   1589,75;  -1412,02;       104
    118198;1 1273                                                                                                                                                                                                  ;    -27,05;   1843,29;       104
     98577;2 327 1453                                                                                                                                                                                              ;   -217,38;    453,08;       104
 120188868;3 250 1205                                                                                                                                                                                              ;   3385,29;  -2934,51;       104
  40054714;2 203 233                                                                                                                                                                                               ;    -16,11;     36,53;       104
  40054729;2 203 869                                                                                                                                                                                               ;    206,85;    -91,75;       104
  40057297;3 250 140                                                                                                                                                                                               ;      2991;  -2850,44;       104
  40057298;3 250 141                                                                                                                                                                                               ;   2983,31;  -2818,28;       104
  40057301;3 250 142                                                                                                                                                                                               ;   2963,96;   -2808,8;       104
  40057303;3 250 143                                                                                                                                                                                               ;   2944,45;  -2737,24;       104
  40057305;3 250 144                                                                                                                                                                                               ;   2926,42;  -2715,22;       104
  40057310;3 250 145                                                                                                                                                                                               ;   2882,95;   -2665,7;       104
  40057312;3 250 146                                                                                                                                                                                               ;   2847,78;  -2621,59;       104
  40057315;3 250 147                                                                                                                                                                                               ;    2834,4;  -2629,08;       104
  40057317;3 250 148                                                                                                                                                                                               ;    2818,5;     -2608;       104
  40057320;3 250 149                                                                                                                                                                                               ;   2826,77;  -2598,17;       104
   1387648;2 203 499"                                                                                                                                                                                              ;   1121,36;   -798,08;       104
  40072106;800                                                                                                                                                                                                     ;   -214,02;   2005,39;       279
  40038074;2 203 133"                                                                                                                                                                                              ;   1149,83;   -1019,7;       104
  40080364;1 8050                                                                                                                                                                                                  ;     22,51;    981,21;       104
  40089569;2 203 277                                                                                                                                                                                               ;   1719,19;  -1513,49;       104
