   1263526;   2726045;          ;    2586105
   1263526;   2726050;          ;    2586105
   1263529;   2726050;          ;    2586107
   1263529;   2726052;          ;    2586107
   1263531;   2726052;          ;    2586108
   1263531;   2726053;          ;    2586108
  40010031;   2726053;          ;    2586109
  40010031;   2726054;          ;    2586109
  40010029;   2726054;          ;    2586110
  40010029;   2726055;          ;    2586110
  40010027;   2726055;          ;    2586111
  40010027;   2726057;          ;    2586111
  40010024;   2726057;          ;    2586112
  40010024;   2726058;          ;    2586112
  40010022;   2726058;          ;    2586113
  40010022;   2726059;          ;    2586113
  40010020;   2726059;          ;    2586115
  40010020;   2726061;          ;    2586115
  40010017;   2726061;          ;    2586117
  40010017;   2726063;          ;    2586117
   1258464;   2726063;          ;    2586119
   1258464;   2726065;          ;    2586119
   1258463;   2726065;          ;    2586120
   1258463;   2726066;          ;    2586120
   1258462;   2726066;          ;    2586121
   1258462;   2726068;          ;    2586121
   1258461;   2726068;          ;    2586124
   1258461;   2726071;          ;    2586124
   1258460;   2726071;          ;    2586125
   1258460;   2726072;          ;    2586125
   1258459;   2726072;          ;    2586127
   1258459;   2726074;          ;    2586127
   1255233;   2726074;          ;    2586128
   1255233;   2726075;          ;    2586128
   1255252;   2726075;          ;    2586129
   1255252;   2726077;          ;    2586129
  40008218;   2726077;          ;    2586130
  40008218;   2726078;          ;    2586130
  40065779;   2726078;          ;    2586131
  40065779;   2726079;          ;    2586131
  40065778;   2726079;          ;    2586132
  40065778;   2726080;          ;    2586132
   1254507;   2726080;          ;    2586134
   1254507;   2726082;          ;    2586134
   1254502;   2726082;          ;    2586136
   1254502;   2726084;          ;    2586136
   1254500;   2726084;          ;    2586137
   1254500;   2726085;          ;    2586137
   1254499;   2726085;          ;    2586138
   1254499;   2726086;          ;    2586138
   1254498;   2726086;          ;    2586139
   1254498;   2726087;          ;    2586139
   1254497;   2726087;          ;    2586140
   1254497;   2726088;          ;    2586140
   1422264;   2726088;          ;    2586141
   1422264;   2726089;          ;    2586141
   1422260;   2726089;          ;    2586143
   1422260;   2726091;          ;    2586143
   1422256;   2726091;          ;    2586144
   1422256;   2726092;          ;    2586144
   1419521;   2726092;          ;    2586145
   1419521;   2726093;          ;    2586145
   1419520;   2726093;          ;    2586147
   1419520;   2726095;          ;    2586147
  40021926;   2726095;          ;    2586149
  40021926;   2726097;          ;    2586149
   1419523;   2726099;         2;    2586151
   1419523;   2726097;         2;    2586151
  40057492;   2726099;          ;    2586152
  40057492;   2726100;          ;    2586152
  40057495;   2726100;          ;    2586153
  40057495;   2726101;          ;    2586153
  40057496;   2726101;          ;    2586154
  40057496;   2726103;          ;    2586154
  40057497;   2726103;          ;    2586155
  40057497;   2726104;          ;    2586155
  40050574;   2726104;          ;    2586156
  40050574;   2726105;          ;    2586156
  40057498;   2726105;          ;    2586157
  40057498;   2726106;          ;    2586157
   1414728;   2726106;          ;    2586159
   1414728;   2726108;          ;    2586159
   1414729;   2726108;          ;    2586160
   1414729;   2726109;          ;    2586160
  40090120;   2726109;          ;    2586161
  40090120;   2726110;          ;    2586161
  40007986;   2726110;          ;    2586162
  40007986;   2726111;          ;    2586162
  40007989;   2726111;          ;    2586163
  40007989;   2726112;          ;    2586163
  40007991;   2726112;          ;    2586164
  40007991;   2726113;          ;    2586164
   1558156;   2726113;          ;    2586165
   1558156;   2726114;          ;    2586165
   1558877;   2726114;          ;    2586166
   1558877;   2726115;          ;    2586166
  40089119;   2726115;          ;    2586167
  40089119;   2726116;          ;    2586167
  40089102;   2726116;          ;    2586168
  40089102;   2726117;          ;    2586168
  40089092;   2726117;          ;    2586169
  40089092;   2726118;          ;    2586169
  40089086;   2726118;          ;    2586170
  40089086;   2726119;          ;    2586170
  40089081;   2726119;          ;    2586171
  40089081;   2726120;          ;    2586171
  40089071;   2726120;          ;    2586172
  40089071;   2726121;          ;    2586172
  40089066;   2726121;          ;    2586173
  40089066;   2726122;          ;    2586173
  40089062;   2726122;          ;    2586174
  40089062;   2726123;          ;    2586174
   1552319;   2726123;          ;    2586175
   1552319;   2726124;          ;    2586175
  40130320;   2726124;          ;    2586176
  40130320;   2726125;          ;    2586176
  40130321;   2726125;         2;    2586177
  40130321;   2726126;         2;    2586177
  40107541;   2726126;          ;    2586178
  40107541;   2726127;          ;    2586178
  40130206;   2726127;          ;    2586179
  40130206;   2726128;          ;    2586179
  40130204;   2726128;          ;    2586180
  40130204;   2726129;          ;    2586180
  40130187;   2726129;          ;    2586181
  40130187;   2726130;          ;    2586181
  40130184;   2726130;          ;    2586182
  40130184;   2726131;          ;    2586182
  40130182;   2726131;          ;    2586183
  40130182;   2726132;          ;    2586183
  40130162;   2726133;          ;    2586184
  40130162;   2726132;          ;    2586184
  40130158;   2726133;          ;    2586185
  40130158;   2726134;          ;    2586185
  40130157;   2726134;          ;    2586186
  40130157;   2726135;          ;    2586186
  40130141;   2726135;          ;    2586187
  40130141;   2726136;          ;    2586187
  40130139;   2726136;          ;    2586188
  40130139;   2726137;          ;    2586188
  40130137;   2726137;          ;    2586189
  40130137;   2726138;          ;    2586189
  40130124;   2726138;          ;    2586190
  40130124;   2726139;          ;    2586190
  40130122;   2726139;          ;    2586191
  40130122;   2726140;          ;    2586191
  40130118;   2726140;          ;    2586192
  40130118;   2726141;          ;    2586192
  40130116;   2726141;          ;    2586193
  40130116;   2726142;          ;    2586193
  40130112;   2726142;          ;    2586194
  40130112;   2726143;          ;    2586194
  40130110;   2726143;          ;    2586195
  40130110;   2726144;          ;    2586195
  40130107;   2726144;          ;    2586196
  40130107;   2726145;          ;    2586196
  40106547;   2726145;          ;    2586197
  40106547;   2726146;          ;    2586197
