    365077;    365076;        23;     91767
    365076;    365077;        23;     91767
    593534;          ;         1;    104703
    593531;    593532;         5;    103292
    593532;    593531;         5;    103292
    593532;    593534;         4;    103672
    593534;    593532;         4;    103672
    593530;    593531;         5;    102694
    593530;    593529;         5;    102688
    593531;    593530;         5;    102694
    593529;    593530;         5;    102688
    365076;    365722;        18;    143078
    365722;    365076;        18;    143078
    366441;  40141933;        17;   1071480
    366441;    366440;         9;    152800
    366440;    366441;         9;    152800
    366440;    366437;         9;    152849
    366437;    366440;         9;    152849
    366437;    439464;        10;    152925
    439464;    366437;        10;    152925
    439463;    439468;         6;    153170
    439468;    439463;         6;    153170
    439468;    439467;         8;    153231
    439467;    439468;         8;    153231
  40018148;  40018150;         7;    149842
  40018150;  40018148;         7;    149842
  40018150;  40018152;        15;    149944
  40018152;  40018150;        15;    149944
  40018152;  40018153;        15;    150003
  40018153;  40018152;        15;    150003
  40018153;  40024789;        10;    150074
  40024789;  40018153;        10;    150074
  40024789;    362037;         6;    150287
    362037;  40024789;         6;    150287
    439469;    439467;        12;    154234
    439467;    439469;        12;    154234
    439469;    593527;         6;    154805
    593527;    439469;         6;    154805
    593527;    593528;         9;    155354
    593528;    593527;         9;    155354
    593528;    593529;         7;    156456
    593529;    593528;         7;    156456
    362039;    362037;        37;    151392
    365722;    365720;        14;    151901
    365720;    365722;        14;    151901
    365720;  40143217;        19;    152162
    365719;  40118551;        15;    716262
    365078;    365077;         5;    148752
    365077;    365078;         5;    148752
    365078;  40018148;        11;    148770
  40018148;    365078;        11;    148770
    362037;    362039;        37;    151392
    362039;  40038464;        32;    179038
  40143217;    365720;        19;    152162
  40143217;    365719;        19;    978600
    365719;  40143217;        19;    978600
  40118551;    365719;        15;    716262
  40141920;  40118551;        15;   1043180
  40118551;  40141920;        15;   1043180
  40141920;  40141925;        10;   1099020
  40141925;  40141920;        10;   1099020
    439464;  40121101;        10;    738349
  40121101;    439464;        10;    738349
  40121101;  40121102;        11;    738362
  40121102;  40121101;        11;    738362
  40121102;    439463;        12;    738364
    439463;  40121102;        12;    738364
  40141933;    366441;        17;   1071480
  40141925;  40141927;        22;    917860
  40141927;  40141925;        22;    917860
  40141927;  40141929;        22;    917861
  40141929;  40141927;        22;    917861
  40141929;  40141931;        22;    917862
  40141931;  40141929;        22;    917862
  40141931;  40141933;        19;   1068961
  40141933;  40141931;        19;   1068961
