  40018153;2 224 3121                                                                                                                                                                                              ;  -2666,86;   -718,68;       104
  40018152;2 224 3122                                                                                                                                                                                              ;   -2720,6;   -725,49;       104
  40018150;2 224 3123                                                                                                                                                                                              ;  -2723,57;   -735,77;       104
  40018148;2 224 3124                                                                                                                                                                                              ;  -2771,31;   -745,11;       104
    593532;2 224 1051                                                                                                                                                                                              ;  -3111,48;    217,55;       104
    593531;2 224 2156                                                                                                                                                                                              ;  -3105,67;    119,72;       104
    593530;2 224 1052                                                                                                                                                                                              ;  -3123,13;    118,47;       104
    593529;2 224 194                                                                                                                                                                                               ;  -3121,74;      82,5;       104
    439463;2 224 288                                                                                                                                                                                               ;  -2839,84;     69,59;       104
    439468;2 224 289                                                                                                                                                                                               ;  -2875,52;     69,08;       104
    439469;2 224 148                                                                                                                                                                                               ;  -2889,96;     87,55;       104
    439467;2 224 149                                                                                                                                                                                               ;  -2888,46;     69,78;       104
    365719;2 224 207                                                                                                                                                                                               ;  -2773,76;   -383,88;       104
    365720;2 224 208                                                                                                                                                                                               ;  -2805,15;    -387,4;       104
    365076;2 224 281                                                                                                                                                                                               ;  -2796,42;   -554,71;       104
    365722;2 224 282                                                                                                                                                                                               ;  -2801,94;   -463,26;       104
    365077;2 224 280                                                                                                                                                                                               ;  -2788,39;   -649,94;       104
    365078;2 224 101                                                                                                                                                                                               ;  -2776,95;   -745,11;       104
    366437;2 224 286                                                                                                                                                                                               ;   -2832,1;    -60,67;       104
    366440;2 224 285                                                                                                                                                                                               ;  -2830,82;    -81,18;       104
    366441;2 224 284                                                                                                                                                                                               ;  -2826,15;   -149,82;       104
    439464;2 224 287                                                                                                                                                                                               ;  -2837,19;     15,46;       104
    362037;2 224 260                                                                                                                                                                                               ;  -2596,95;   -706,08;       104
    362039;2 224 10                                                                                                                                                                                                ;  -2590,71;   -704,65;       104
  40024789;2 224 3120                                                                                                                                                                                              ;  -2595,84;   -707,51;       104
  40038464;224                                                                                                                                                                                                     ;  -2598,37;   -691,35;       279
  40143217;2 224 207"                                                                                                                                                                                              ;   -2776,7;    -384,2;       104
    593534;2 224 1066                                                                                                                                                                                              ;  -3093,41;    218,69;       104
    593527;2 224 159"                                                                                                                                                                                              ;  -3004,09;     83,53;       104
    593528;2 224 160"                                                                                                                                                                                              ;   -3049,1;     85,11;       104
  40118551;2 224 3000                                                                                                                                                                                              ;  -2726,74;   -377,57;       104
  40121101;2 224 3234                                                                                                                                                                                              ;  -2825,75;     16,52;       104
  40121102;2 224 3235                                                                                                                                                                                              ;  -2827,51;     65,99;       104
  40141927;2 224 3261                                                                                                                                                                                              ;  -2760,53;   -287,12;       104
  40141929;2 224 3262                                                                                                                                                                                              ;  -2807,24;   -253,84;       104
  40141931;2 224 3263                                                                                                                                                                                              ;  -2808,84;   -225,75;       104
  40141933;2 224 3264                                                                                                                                                                                              ;  -2819,57;   -227,79;       104
  40141920;2 224 29                                                                                                                                                                                                ;  -2701,37;   -374,21;       104
  40141925;2 224 30                                                                                                                                                                                                ;  -2712,55;   -281,71;       104
