як990                         ;       250;          ;   1162505;    427000
як990                         ;       250;          ;   1162506;    467900
як990                         ;       250;          ;   1162508;    331820
як990                         ;       250;          ;   1162510;    155321
як990                         ;       250;          ;   1162513;    658560
як990                         ;       250;          ;   1162514;    554081
як990                         ;       250;          ;   1162515;    554082
як990                         ;       250;          ;   1162516;    554083
як990                         ;       250;          ;   1162545;    659160
як990                         ;       250;          ;   1162889;    669580
як990                         ;       250;          ;   1162890;    112430
як990                         ;       250;          ;   1162891;    407682
як990                         ;       250;          ;   1162892;    407683
як990                         ;       250;          ;   1162907;    393117
як990                         ;       250;          ;   1162905;    112334
як990                         ;       250;          ;   1162906;    112228
як990                         ;       250;          ;   1162909;    467200
як990                         ;       250;          ;   1162910;    311310
як990                         ;       250;          ;   1162565;    669420
як990                         ;       250;          ;   1162566;    669421
як990                         ;       250;          ;   1162567;    669422
як990                         ;       250;          ;   1162585;    669440
як990                         ;       250;          ;   1162586;    669441
як990                         ;       250;          ;   1162587;    669442
як990                         ;       250;          ;   1162588;    558520
як990                         ;       250;          ;   1162605;    407560
як990                         ;       250;          ;   1162606;    361402
як990                         ;       250;          ;   1162607;    361403
як990                         ;       250;          ;   1162608;    568266
як990                         ;       250;          ;   1162609;    568265
як990                         ;       250;          ;   1162612;    407605
як990                         ;       250;          ;   1162621;    409342
як990                         ;       250;          ;   1162632;    669479
як990                         ;       250;          ;   1162637;    669481
як990                         ;       250;          ;   1162644;    669484
як990                         ;       250;          ;   1162648;    669485
як990                         ;       250;          ;   1162652;    669488
як990                         ;       250;          ;   1162661;    594820
як990                         ;       250;          ;   1162662;    669492
як990                         ;       250;          ;   1162664;    669494
як990                         ;       250;          ;   1162846;    669541
як990                         ;       250;          ;   1162850;    546624
як990                         ;       250;          ;   1162849;    546625
як990                         ;       250;          ;   1162851;    669544
як990                         ;       250;          ;   1162852;    409566
як990                         ;       250;          ;   1162853;    669545
як990                         ;       250;          ;   1162854;    669546
як990                         ;       250;          ;   1162886;    440841
як990                         ;       250;          ;   1162887;    440842
як990                         ;       250;          ;   1162885;    440840
